プロット タイトル: site17_spot131_2024,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),ホスト接続 (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
3844,04/02/24 11:00:00 午前,24.653,,,,
3845,04/02/24 12:00:00 午後,24.944,,,,
3846,04/02/24 01:00:00 午後,25.089,,,,
3847,04/02/24 02:00:00 午後,25.234,,,,
3848,04/02/24 03:00:00 午後,25.186,,,,
3849,04/02/24 04:00:00 午後,25.258,,,,
3850,04/02/24 05:00:00 午後,25.234,,,,
3851,04/02/24 06:00:00 午後,25.234,,,,
3852,04/02/24 07:00:00 午後,24.847,,,,
3853,04/02/24 08:00:00 午後,24.919,,,,
3854,04/02/24 09:00:00 午後,24.968,,,,
3855,04/02/24 10:00:00 午後,25.065,,,,
3856,04/02/24 11:00:00 午後,25.016,,,,
3857,04/03/24 12:00:00 午前,25.016,,,,
3858,04/03/24 01:00:00 午前,25.065,,,,
3859,04/03/24 02:00:00 午前,25.065,,,,
3860,04/03/24 03:00:00 午前,25.016,,,,
3861,04/03/24 04:00:00 午前,24.992,,,,
3862,04/03/24 05:00:00 午前,24.968,,,,
3863,04/03/24 06:00:00 午前,25.04,,,,
3864,04/03/24 07:00:00 午前,25.404,,,,
3865,04/03/24 08:00:00 午前,25.501,,,,
3866,04/03/24 09:00:00 午前,25.501,,,,
3867,04/03/24 10:00:00 午前,25.428,,,,
3868,04/03/24 11:00:00 午前,25.477,,,,
3869,04/03/24 12:00:00 午後,25.574,,,,
3870,04/03/24 01:00:00 午後,25.598,,,,
3871,04/03/24 02:00:00 午後,25.768,,,,
3872,04/03/24 03:00:00 午後,25.817,,,,
3873,04/03/24 04:00:00 午後,25.914,,,,
3874,04/03/24 05:00:00 午後,25.914,,,,
3875,04/03/24 06:00:00 午後,25.793,,,,
3876,04/03/24 07:00:00 午後,25.647,,,,
3877,04/03/24 08:00:00 午後,25.647,,,,
3878,04/03/24 09:00:00 午後,25.89,,,,
3879,04/03/24 10:00:00 午後,25.89,,,,
3880,04/03/24 11:00:00 午後,25.866,,,,
3881,04/04/24 12:00:00 午前,25.866,,,,
3882,04/04/24 01:00:00 午前,25.841,,,,
3883,04/04/24 02:00:00 午前,25.793,,,,
3884,04/04/24 03:00:00 午前,25.793,,,,
3885,04/04/24 04:00:00 午前,25.841,,,,
3886,04/04/24 05:00:00 午前,25.817,,,,
3887,04/04/24 06:00:00 午前,25.841,,,,
3888,04/04/24 07:00:00 午前,25.841,,,,
3889,04/04/24 08:00:00 午前,25.841,,,,
3890,04/04/24 09:00:00 午前,25.866,,,,
3891,04/04/24 10:00:00 午前,25.987,,,,
3892,04/04/24 11:00:00 午前,26.085,,,,
3893,04/04/24 12:00:00 午後,26.158,,,,
3894,04/04/24 01:00:00 午後,26.256,,,,
3895,04/04/24 02:00:00 午後,25.841,,,,
3896,04/04/24 03:00:00 午後,25.939,,,,
3897,04/04/24 04:00:00 午後,25.939,,,,
3898,04/04/24 05:00:00 午後,25.793,,,,
3899,04/04/24 06:00:00 午後,25.55,,,,
3900,04/04/24 07:00:00 午後,25.72,,,,
3901,04/04/24 08:00:00 午後,25.841,,,,
3902,04/04/24 09:00:00 午後,25.939,,,,
3903,04/04/24 10:00:00 午後,26.109,,,,
3904,04/04/24 11:00:00 午後,26.304,,,,
3905,04/05/24 12:00:00 午前,26.256,,,,
3906,04/05/24 01:00:00 午前,26.256,,,,
3907,04/05/24 02:00:00 午前,26.182,,,,
3908,04/05/24 03:00:00 午前,25.914,,,,
3909,04/05/24 04:00:00 午前,26.061,,,,
3910,04/05/24 05:00:00 午前,26.109,,,,
3911,04/05/24 06:00:00 午前,26.012,,,,
3912,04/05/24 07:00:00 午前,25.914,,,,
3913,04/05/24 08:00:00 午前,25.72,,,,
3914,04/05/24 09:00:00 午前,26.061,,,,
3915,04/05/24 10:00:00 午前,25.404,,,,
3916,04/05/24 11:00:00 午前,25.162,,,,
3917,04/05/24 12:00:00 午後,25.55,,,,
3918,04/05/24 01:00:00 午後,25.817,,,,
3919,04/05/24 02:00:00 午後,25.671,,,,
3920,04/05/24 03:00:00 午後,25.453,,,,
3921,04/05/24 04:00:00 午後,25.72,,,,
3922,04/05/24 05:00:00 午後,25.841,,,,
3923,04/05/24 06:00:00 午後,25.186,,,,
3924,04/05/24 07:00:00 午後,25.38,,,,
3925,04/05/24 08:00:00 午後,25.671,,,,
3926,04/05/24 09:00:00 午後,25.647,,,,
3927,04/05/24 10:00:00 午後,25.453,,,,
3928,04/05/24 11:00:00 午後,25.355,,,,
3929,04/06/24 12:00:00 午前,24.702,,,,
3930,04/06/24 01:00:00 午前,24.581,,,,
3931,04/06/24 02:00:00 午前,24.944,,,,
3932,04/06/24 03:00:00 午前,24.968,,,,
3933,04/06/24 04:00:00 午前,25.04,,,,
3934,04/06/24 05:00:00 午前,24.871,,,,
3935,04/06/24 06:00:00 午前,24.871,,,,
3936,04/06/24 07:00:00 午前,24.581,,,,
3937,04/06/24 08:00:00 午前,24.798,,,,
3938,04/06/24 09:00:00 午前,24.823,,,,
3939,04/06/24 10:00:00 午前,24.05,,,,
3940,04/06/24 11:00:00 午前,24.146,,,,
3941,04/06/24 12:00:00 午後,24.315,,,,
3942,04/06/24 01:00:00 午後,24.774,,,,
3943,04/06/24 02:00:00 午後,25.234,,,,
3944,04/06/24 03:00:00 午後,25.186,,,,
3945,04/06/24 04:00:00 午後,25.186,,,,
3946,04/06/24 05:00:00 午後,25.113,,,,
3947,04/06/24 06:00:00 午後,25.162,,,,
3948,04/06/24 07:00:00 午後,24.968,,,,
3949,04/06/24 08:00:00 午後,25.113,,,,
3950,04/06/24 09:00:00 午後,25.065,,,,
3951,04/06/24 10:00:00 午後,25.04,,,,
3952,04/06/24 11:00:00 午後,24.605,,,,
3953,04/07/24 12:00:00 午前,24.363,,,,
3954,04/07/24 01:00:00 午前,24.412,,,,
3955,04/07/24 02:00:00 午前,25.065,,,,
3956,04/07/24 03:00:00 午前,25.089,,,,
3957,04/07/24 04:00:00 午前,25.065,,,,
3958,04/07/24 05:00:00 午前,25.089,,,,
3959,04/07/24 06:00:00 午前,24.992,,,,
3960,04/07/24 07:00:00 午前,24.677,,,,
3961,04/07/24 08:00:00 午前,24.315,,,,
3962,04/07/24 09:00:00 午前,24.653,,,,
3963,04/07/24 10:00:00 午前,25.065,,,,
3964,04/07/24 11:00:00 午前,25.113,,,,
3965,04/07/24 12:00:00 午後,25.065,,,,
3966,04/07/24 01:00:00 午後,25.065,,,,
3967,04/07/24 02:00:00 午後,25.065,,,,
3968,04/07/24 03:00:00 午後,24.992,,,,
3969,04/07/24 04:00:00 午後,25.065,,,,
3970,04/07/24 05:00:00 午後,25.04,,,,
3971,04/07/24 06:00:00 午後,25.04,,,,
3972,04/07/24 07:00:00 午後,25.04,,,,
3973,04/07/24 08:00:00 午後,25.089,,,,
3974,04/07/24 09:00:00 午後,25.525,,,,
3975,04/07/24 10:00:00 午後,25.647,,,,
3976,04/07/24 11:00:00 午後,25.404,,,,
3977,04/08/24 12:00:00 午前,25.647,,,,
3978,04/08/24 01:00:00 午前,25.72,,,,
3979,04/08/24 02:00:00 午前,25.841,,,,
3980,04/08/24 03:00:00 午前,25.089,,,,
3981,04/08/24 04:00:00 午前,25.162,,,,
3982,04/08/24 05:00:00 午前,25.55,,,,
3983,04/08/24 06:00:00 午前,25.623,,,,
3984,04/08/24 07:00:00 午前,26.94,,,,
3985,04/08/24 08:00:00 午前,26.989,,,,
3986,04/08/24 09:00:00 午前,27.259,,,,
3987,04/08/24 10:00:00 午前,27.407,,,,
3988,04/08/24 11:00:00 午前,27.358,,,,
3989,04/08/24 12:00:00 午後,27.554,,,,
3990,04/08/24 01:00:00 午後,27.431,,,,
3991,04/08/24 02:00:00 午後,27.382,,,,
3992,04/08/24 03:00:00 午後,27.186,,,,
3993,04/08/24 04:00:00 午後,27.284,,,,
3994,04/08/24 05:00:00 午後,27.628,,,,
3995,04/08/24 06:00:00 午後,27.481,,,,
3996,04/08/24 07:00:00 午後,27.653,,,,
3997,04/08/24 08:00:00 午後,27.751,,,,
3998,04/08/24 09:00:00 午後,27.653,,,,
3999,04/08/24 10:00:00 午後,27.751,,,,
4000,04/08/24 11:00:00 午後,27.776,,,,
4001,04/09/24 12:00:00 午前,27.702,,,,
4002,04/09/24 01:00:00 午前,27.136,,,,
4003,04/09/24 02:00:00 午前,27.554,,,,
4004,04/09/24 03:00:00 午前,27.284,,,,
4005,04/09/24 04:00:00 午前,27.186,,,,
4006,04/09/24 05:00:00 午前,27.136,,,,
4007,04/09/24 06:00:00 午前,27.014,,,,
4008,04/09/24 07:00:00 午前,27.087,,,,
4009,04/09/24 08:00:00 午前,26.818,,,,
4010,04/09/24 09:00:00 午前,27.087,,,,
4011,04/09/24 10:00:00 午前,27.136,,,,
4012,04/09/24 11:00:00 午前,27.628,,,,
4013,04/09/24 12:00:00 午後,27.579,,,,
4014,04/09/24 01:00:00 午後,27.382,,,,
4015,04/09/24 02:00:00 午後,27.358,,,,
4016,04/09/24 03:00:00 午後,26.989,,,,
4017,04/09/24 04:00:00 午後,26.793,,,,
4018,04/09/24 05:00:00 午後,26.793,,,,
4019,04/09/24 06:00:00 午後,26.622,,,,
4020,04/09/24 07:00:00 午後,26.842,,,,
4021,04/09/24 08:00:00 午後,26.598,,,,
4022,04/09/24 09:00:00 午後,26.598,,,,
4023,04/09/24 10:00:00 午後,26.622,,,,
4024,04/09/24 11:00:00 午後,26.598,,,,
4025,04/10/24 12:00:00 午前,26.524,,,,
4026,04/10/24 01:00:00 午前,26.72,,,,
4027,04/10/24 02:00:00 午前,26.769,,,,
4028,04/10/24 03:00:00 午前,26.573,,,,
4029,04/10/24 04:00:00 午前,26.573,,,,
4030,04/10/24 05:00:00 午前,26.451,,,,
4031,04/10/24 06:00:00 午前,26.207,,,,
4032,04/10/24 07:00:00 午前,26.158,,,,
4033,04/10/24 08:00:00 午前,26.182,,,,
4034,04/10/24 09:00:00 午前,26.231,,,,
4035,04/10/24 10:00:00 午前,26.231,,,,
4036,04/10/24 11:00:00 午前,26.304,,,,
4037,04/10/24 12:00:00 午後,26.28,,,,
4038,04/10/24 01:00:00 午後,26.695,,,,
4039,04/10/24 02:00:00 午後,26.695,,,,
4040,04/10/24 03:00:00 午後,26.72,,,,
4041,04/10/24 04:00:00 午後,26.744,,,,
4042,04/10/24 05:00:00 午後,26.72,,,,
4043,04/10/24 06:00:00 午後,26.646,,,,
4044,04/10/24 07:00:00 午後,26.646,,,,
4045,04/10/24 08:00:00 午後,26.598,,,,
4046,04/10/24 09:00:00 午後,26.426,,,,
4047,04/10/24 10:00:00 午後,26.451,,,,
4048,04/10/24 11:00:00 午後,27.038,,,,
4049,04/11/24 12:00:00 午前,27.136,,,,
4050,04/11/24 01:00:00 午前,26.989,,,,
4051,04/11/24 02:00:00 午前,27.087,,,,
4052,04/11/24 03:00:00 午前,27.112,,,,
4053,04/11/24 04:00:00 午前,27.136,,,,
4054,04/11/24 05:00:00 午前,26.94,,,,
4055,04/11/24 06:00:00 午前,26.94,,,,
4056,04/11/24 07:00:00 午前,26.671,,,,
4057,04/11/24 08:00:00 午前,26.695,,,,
4058,04/11/24 09:00:00 午前,26.5,,,,
4059,04/11/24 10:00:00 午前,26.549,,,,
4060,04/11/24 11:00:00 午前,26.695,,,,
4061,04/11/24 12:00:00 午後,26.744,,,,
4062,04/11/24 01:00:00 午後,26.891,,,,
4063,04/11/24 02:00:00 午後,27.136,,,,
4064,04/11/24 03:00:00 午後,27.087,,,,
4065,04/11/24 04:00:00 午後,26.94,,,,
4066,04/11/24 05:00:00 午後,27.063,,,,
4067,04/11/24 06:00:00 午後,26.867,,,,
4068,04/11/24 07:00:00 午後,26.94,,,,
4069,04/11/24 08:00:00 午後,26.989,,,,
4070,04/11/24 09:00:00 午後,26.891,,,,
4071,04/11/24 10:00:00 午後,26.744,,,,
4072,04/11/24 11:00:00 午後,26.573,,,,
4073,04/12/24 12:00:00 午前,26.061,,,,
4074,04/12/24 01:00:00 午前,26.916,,,,
4075,04/12/24 02:00:00 午前,26.524,,,,
4076,04/12/24 03:00:00 午前,26.378,,,,
4077,04/12/24 04:00:00 午前,26.402,,,,
4078,04/12/24 05:00:00 午前,26.475,,,,
4079,04/12/24 06:00:00 午前,26.28,,,,
4080,04/12/24 07:00:00 午前,26.304,,,,
4081,04/12/24 08:00:00 午前,26.5,,,,
4082,04/12/24 09:00:00 午前,26.5,,,,
4083,04/12/24 10:00:00 午前,26.207,,,,
4084,04/12/24 11:00:00 午前,25.671,,,,
4085,04/12/24 12:00:00 午後,25.404,,,,
4086,04/12/24 01:00:00 午後,25.963,,,,
4087,04/12/24 02:00:00 午後,26.036,,,,
4088,04/12/24 03:00:00 午後,26.012,,,,
4089,04/12/24 04:00:00 午後,25.963,,,,
4090,04/12/24 05:00:00 午後,25.817,,,,
4091,04/12/24 06:00:00 午後,26.402,,,,
4092,04/12/24 07:00:00 午後,26.451,,,,
4093,04/12/24 08:00:00 午後,26.818,,,,
4094,04/12/24 09:00:00 午後,26.769,,,,
4095,04/12/24 10:00:00 午後,25.574,,,,
4096,04/12/24 11:00:00 午後,25.404,,,,
4097,04/13/24 12:00:00 午前,25.671,,,,
4098,04/13/24 01:00:00 午前,25.647,,,,
4099,04/13/24 02:00:00 午前,25.841,,,,
4100,04/13/24 03:00:00 午前,25.404,,,,
4101,04/13/24 04:00:00 午前,25.113,,,,
4102,04/13/24 05:00:00 午前,24.944,,,,
4103,04/13/24 06:00:00 午前,24.992,,,,
4104,04/13/24 07:00:00 午前,25.016,,,,
4105,04/13/24 08:00:00 午前,25.186,,,,
4106,04/13/24 09:00:00 午前,25.695,,,,
4107,04/13/24 10:00:00 午前,25.793,,,,
4108,04/13/24 11:00:00 午前,25.817,,,,
4109,04/13/24 12:00:00 午後,25.768,,,,
4110,04/13/24 01:00:00 午後,25.841,,,,
4111,04/13/24 02:00:00 午後,25.841,,,,
4112,04/13/24 03:00:00 午後,25.939,,,,
4113,04/13/24 04:00:00 午後,25.939,,,,
4114,04/13/24 05:00:00 午後,25.963,,,,
4115,04/13/24 06:00:00 午後,25.963,,,,
4116,04/13/24 07:00:00 午後,25.963,,,,
4117,04/13/24 08:00:00 午後,25.963,,,,
4118,04/13/24 09:00:00 午後,25.963,,,,
4119,04/13/24 10:00:00 午後,25.939,,,,
4120,04/13/24 11:00:00 午後,25.914,,,,
4121,04/14/24 12:00:00 午前,25.768,,,,
4122,04/14/24 01:00:00 午前,25.768,,,,
4123,04/14/24 02:00:00 午前,25.817,,,,
4124,04/14/24 03:00:00 午前,25.768,,,,
4125,04/14/24 04:00:00 午前,25.671,,,,
4126,04/14/24 05:00:00 午前,25.623,,,,
4127,04/14/24 06:00:00 午前,25.598,,,,
4128,04/14/24 07:00:00 午前,25.525,,,,
4129,04/14/24 08:00:00 午前,25.768,,,,
4130,04/14/24 09:00:00 午前,26.402,,,,
4131,04/14/24 10:00:00 午前,26.426,,,,
4132,04/14/24 11:00:00 午前,26.158,,,,
4133,04/14/24 12:00:00 午後,26.329,,,,
4134,04/14/24 01:00:00 午後,26.426,,,,
4135,04/14/24 02:00:00 午後,25.866,,,,
4136,04/14/24 03:00:00 午後,26.061,,,,
4137,04/14/24 04:00:00 午後,26.378,,,,
4138,04/14/24 05:00:00 午後,26.646,,,,
4139,04/14/24 06:00:00 午後,27.161,,,,
4140,04/14/24 07:00:00 午後,27.161,,,,
4141,04/14/24 08:00:00 午後,27.014,,,,
4142,04/14/24 09:00:00 午後,26.891,,,,
4143,04/14/24 10:00:00 午後,26.769,,,,
4144,04/14/24 11:00:00 午後,26.598,,,,
4145,04/15/24 12:00:00 午前,26.598,,,,
4146,04/15/24 01:00:00 午前,26.622,,,,
4147,04/15/24 02:00:00 午前,26.671,,,,
4148,04/15/24 03:00:00 午前,26.671,,,,
4149,04/15/24 04:00:00 午前,26.646,,,,
4150,04/15/24 05:00:00 午前,26.598,,,,
4151,04/15/24 06:00:00 午前,26.622,,,,
4152,04/15/24 07:00:00 午前,26.622,,,,
4153,04/15/24 08:00:00 午前,26.573,,,,
4154,04/15/24 09:00:00 午前,26.598,,,,
4155,04/15/24 10:00:00 午前,26.646,,,,
4156,04/15/24 11:00:00 午前,26.598,,,,
4157,04/15/24 12:00:00 午後,26.549,,,,
4158,04/15/24 01:00:00 午後,26.549,,,,
4159,04/15/24 02:00:00 午後,26.549,,,,
4160,04/15/24 03:00:00 午後,26.598,,,,
4161,04/15/24 04:00:00 午後,26.598,,,,
4162,04/15/24 05:00:00 午後,26.695,,,,
4163,04/15/24 06:00:00 午後,26.818,,,,
4164,04/15/24 07:00:00 午後,26.818,,,,
4165,04/15/24 08:00:00 午後,26.793,,,,
4166,04/15/24 09:00:00 午後,26.793,,,,
4167,04/15/24 10:00:00 午後,26.818,,,,
4168,04/15/24 11:00:00 午後,26.842,,,,
4169,04/16/24 12:00:00 午前,26.818,,,,
4170,04/16/24 01:00:00 午前,26.818,,,,
4171,04/16/24 02:00:00 午前,26.769,,,,
4172,04/16/24 03:00:00 午前,26.72,,,,
4173,04/16/24 04:00:00 午前,26.695,,,,
4174,04/16/24 05:00:00 午前,26.622,,,,
4175,04/16/24 06:00:00 午前,26.646,,,,
4176,04/16/24 07:00:00 午前,26.646,,,,
4177,04/16/24 08:00:00 午前,26.72,,,,
4178,04/16/24 09:00:00 午前,26.769,,,,
4179,04/16/24 10:00:00 午前,26.867,,,,
4180,04/16/24 11:00:00 午前,26.818,,,,
4181,04/16/24 12:00:00 午後,26.744,,,,
4182,04/16/24 01:00:00 午後,26.695,,,,
4183,04/16/24 02:00:00 午後,26.769,,,,
4184,04/16/24 03:00:00 午後,26.646,,,,
4185,04/16/24 04:00:00 午後,26.671,,,,
4186,04/16/24 05:00:00 午後,26.622,,,,
4187,04/16/24 06:00:00 午後,26.598,,,,
4188,04/16/24 07:00:00 午後,26.671,,,,
4189,04/16/24 08:00:00 午後,26.744,,,,
4190,04/16/24 09:00:00 午後,26.818,,,,
4191,04/16/24 10:00:00 午後,26.842,,,,
4192,04/16/24 11:00:00 午後,26.818,,,,
4193,04/17/24 12:00:00 午前,26.818,,,,
4194,04/17/24 01:00:00 午前,26.769,,,,
4195,04/17/24 02:00:00 午前,26.72,,,,
4196,04/17/24 03:00:00 午前,26.671,,,,
4197,04/17/24 04:00:00 午前,26.598,,,,
4198,04/17/24 05:00:00 午前,26.622,,,,
4199,04/17/24 06:00:00 午前,26.671,,,,
4200,04/17/24 07:00:00 午前,26.646,,,,
4201,04/17/24 08:00:00 午前,26.598,,,,
4202,04/17/24 09:00:00 午前,26.744,,,,
4203,04/17/24 10:00:00 午前,26.744,,,,
4204,04/17/24 11:00:00 午前,26.842,,,,
4205,04/17/24 12:00:00 午後,26.989,,,,
4206,04/17/24 01:00:00 午後,27.014,,,,
4207,04/17/24 02:00:00 午後,26.989,,,,
4208,04/17/24 03:00:00 午後,27.112,,,,
4209,04/17/24 04:00:00 午後,27.186,,,,
4210,04/17/24 05:00:00 午後,27.382,,,,
4211,04/17/24 06:00:00 午後,27.801,,,,
4212,04/17/24 07:00:00 午後,27.727,,,,
4213,04/17/24 08:00:00 午後,27.727,,,,
4214,04/17/24 09:00:00 午後,27.825,,,,
4215,04/17/24 10:00:00 午後,27.825,,,,
4216,04/17/24 11:00:00 午後,27.801,,,,
4217,04/18/24 12:00:00 午前,27.801,,,,
4218,04/18/24 01:00:00 午前,27.702,,,,
4219,04/18/24 02:00:00 午前,27.653,,,,
4220,04/18/24 03:00:00 午前,27.653,,,,
4221,04/18/24 04:00:00 午前,27.702,,,,
4222,04/18/24 05:00:00 午前,27.702,,,,
4223,04/18/24 06:00:00 午前,27.677,,,,
4224,04/18/24 07:00:00 午前,27.776,,,,
4225,04/18/24 08:00:00 午前,27.776,,,,
4226,04/18/24 09:00:00 午前,27.727,,,,
4227,04/18/24 10:00:00 午前,27.702,,,,
4228,04/18/24 11:00:00 午前,27.702,,,,
4229,04/18/24 12:00:00 午後,27.628,,,,
4230,04/18/24 01:00:00 午後,27.579,,,,
4231,04/18/24 02:00:00 午後,27.407,,,,
4232,04/18/24 03:00:00 午後,27.481,,,,
4233,04/18/24 04:00:00 午後,27.456,,,,
4234,04/18/24 05:00:00 午後,27.53,,,,
4235,04/18/24 06:00:00 午後,27.53,,,,
4236,04/18/24 07:00:00 午後,27.456,,,,
4237,04/18/24 08:00:00 午後,27.431,,,,
4238,04/18/24 09:00:00 午後,27.186,,,,
4239,04/18/24 10:00:00 午後,27.087,,,,
4240,04/18/24 11:00:00 午後,27.087,,,,
4241,04/19/24 12:00:00 午前,27.038,,,,
4242,04/19/24 01:00:00 午前,27.038,,,,
4243,04/19/24 02:00:00 午前,27.087,,,,
4244,04/19/24 03:00:00 午前,26.989,,,,
4245,04/19/24 04:00:00 午前,26.72,,,,
4246,04/19/24 05:00:00 午前,26.72,,,,
4247,04/19/24 06:00:00 午前,26.818,,,,
4248,04/19/24 07:00:00 午前,27.235,,,,
4249,04/19/24 08:00:00 午前,27.554,,,,
4250,04/19/24 09:00:00 午前,27.407,,,,
4251,04/19/24 10:00:00 午前,27.727,,,,
4252,04/19/24 11:00:00 午前,27.727,,,,
4253,04/19/24 12:00:00 午後,27.628,,,,
4254,04/19/24 01:00:00 午後,27.382,,,,
4255,04/19/24 02:00:00 午後,27.358,,,,
4256,04/19/24 03:00:00 午後,27.431,,,,
4257,04/19/24 04:00:00 午後,27.431,,,,
4258,04/19/24 05:00:00 午後,27.382,,,,
4259,04/19/24 06:00:00 午後,27.235,,,,
4260,04/19/24 07:00:00 午後,27.136,,,,
4261,04/19/24 08:00:00 午後,27.112,,,,
4262,04/19/24 09:00:00 午後,27.161,,,,
4263,04/19/24 10:00:00 午後,27.186,,,,
4264,04/19/24 11:00:00 午後,27.186,,,,
4265,04/20/24 12:00:00 午前,27.333,,,,
4266,04/20/24 01:00:00 午前,27.382,,,,
4267,04/20/24 02:00:00 午前,27.382,,,,
4268,04/20/24 03:00:00 午前,26.891,,,,
4269,04/20/24 04:00:00 午前,27.014,,,,
4270,04/20/24 05:00:00 午前,27.112,,,,
4271,04/20/24 06:00:00 午前,27.161,,,,
4272,04/20/24 07:00:00 午前,27.063,,,,
4273,04/20/24 08:00:00 午前,27.358,,,,
4274,04/20/24 09:00:00 午前,27.481,,,,
4275,04/20/24 10:00:00 午前,27.505,,,,
4276,04/20/24 11:00:00 午前,27.554,,,,
4277,04/20/24 12:00:00 午後,27.628,,,,
4278,04/20/24 01:00:00 午後,27.776,,,,
4279,04/20/24 02:00:00 午後,27.825,,,,
4280,04/20/24 03:00:00 午後,27.85,,,,
4281,04/20/24 04:00:00 午後,27.875,,,,
4282,04/20/24 05:00:00 午後,27.875,,,,
4283,04/20/24 06:00:00 午後,27.924,,,,
4284,04/20/24 07:00:00 午後,27.825,,,,
4285,04/20/24 08:00:00 午後,27.875,,,,
4286,04/20/24 09:00:00 午後,27.825,,,,
4287,04/20/24 10:00:00 午後,27.776,,,,
4288,04/20/24 11:00:00 午後,27.875,,,,
4289,04/21/24 12:00:00 午前,27.825,,,,
4290,04/21/24 01:00:00 午前,27.85,,,,
4291,04/21/24 02:00:00 午前,27.776,,,,
4292,04/21/24 03:00:00 午前,27.751,,,,
4293,04/21/24 04:00:00 午前,27.727,,,,
4294,04/21/24 05:00:00 午前,27.727,,,,
4295,04/21/24 06:00:00 午前,27.751,,,,
4296,04/21/24 07:00:00 午前,27.653,,,,
4297,04/21/24 08:00:00 午前,27.628,,,,
4298,04/21/24 09:00:00 午前,27.727,,,,
4299,04/21/24 10:00:00 午前,27.751,,,,
4300,04/21/24 11:00:00 午前,27.825,,,,
4301,04/21/24 12:00:00 午後,27.899,,,,
4302,04/21/24 01:00:00 午後,27.949,,,,
4303,04/21/24 02:00:00 午後,27.998,,,,
4304,04/21/24 03:00:00 午後,28.072,,,,
4305,04/21/24 04:00:00 午後,28.147,,,,
4306,04/21/24 05:00:00 午後,27.949,,,,
4307,04/21/24 06:00:00 午後,27.949,,,,
4308,04/21/24 07:00:00 午後,28.122,,,,
4309,04/21/24 08:00:00 午後,27.924,,,,
4310,04/21/24 09:00:00 午後,27.875,,,,
4311,04/21/24 10:00:00 午後,27.776,,,,
4312,04/21/24 11:00:00 午後,27.875,,,,
4313,04/22/24 12:00:00 午前,27.924,,,,
4314,04/22/24 01:00:00 午前,27.924,,,,
4315,04/22/24 02:00:00 午前,27.875,,,,
4316,04/22/24 03:00:00 午前,27.899,,,,
4317,04/22/24 04:00:00 午前,27.677,,,,
4318,04/22/24 05:00:00 午前,27.751,,,,
4319,04/22/24 06:00:00 午前,27.727,,,,
4320,04/22/24 07:00:00 午前,27.702,,,,
4321,04/22/24 08:00:00 午前,27.308,,,,
4322,04/22/24 09:00:00 午前,26.842,,,,
4323,04/22/24 10:00:00 午前,26.989,,,,
4324,04/22/24 11:00:00 午前,27.308,,,,
4325,04/22/24 12:00:00 午後,27.825,,,,
4326,04/22/24 01:00:00 午後,27.85,,,,
4327,04/22/24 02:00:00 午後,27.949,,,,
4328,04/22/24 03:00:00 午後,28.023,,,,
4329,04/22/24 04:00:00 午後,28.023,,,,
4330,04/22/24 05:00:00 午後,27.974,,,,
4331,04/22/24 06:00:00 午後,28.023,,,,
4332,04/22/24 07:00:00 午後,27.974,,,,
4333,04/22/24 08:00:00 午後,27.653,,,,
4334,04/22/24 09:00:00 午後,27.628,,,,
4335,04/22/24 10:00:00 午後,27.776,,,,
4336,04/22/24 11:00:00 午後,27.85,,,,
4337,04/23/24 12:00:00 午前,27.875,,,,
4338,04/23/24 01:00:00 午前,27.751,,,,
4339,04/23/24 02:00:00 午前,27.85,,,,
4340,04/23/24 03:00:00 午前,27.974,,,,
4341,04/23/24 04:00:00 午前,27.776,,,,
4342,04/23/24 05:00:00 午前,27.628,,,,
4343,04/23/24 06:00:00 午前,27.85,,,,
4344,04/23/24 07:00:00 午前,27.727,,,,
4345,04/23/24 08:00:00 午前,27.382,,,,
4346,04/23/24 09:00:00 午前,27.456,,,,
4347,04/23/24 10:00:00 午前,27.776,,,,
4348,04/23/24 11:00:00 午前,27.653,,,,
4349,04/23/24 12:00:00 午後,27.702,,,,
4350,04/23/24 01:00:00 午後,27.702,,,,
4351,04/23/24 02:00:00 午後,27.899,,,,
4352,04/23/24 03:00:00 午後,27.899,,,,
4353,04/23/24 04:00:00 午後,27.924,,,,
4354,04/23/24 05:00:00 午後,27.825,,,,
4355,04/23/24 06:00:00 午後,27.875,,,,
4356,04/23/24 07:00:00 午後,27.751,,,,
4357,04/23/24 08:00:00 午後,27.653,,,,
4358,04/23/24 09:00:00 午後,27.727,,,,
4359,04/23/24 10:00:00 午後,27.727,,,,
4360,04/23/24 11:00:00 午後,27.604,,,,
4361,04/24/24 12:00:00 午前,27.801,,,,
4362,04/24/24 01:00:00 午前,27.899,,,,
4363,04/24/24 02:00:00 午前,27.899,,,,
4364,04/24/24 03:00:00 午前,27.899,,,,
4365,04/24/24 04:00:00 午前,27.875,,,,
4366,04/24/24 05:00:00 午前,27.85,,,,
4367,04/24/24 06:00:00 午前,27.85,,,,
4368,04/24/24 07:00:00 午前,27.825,,,,
4369,04/24/24 08:00:00 午前,27.825,,,,
4370,04/24/24 09:00:00 午前,27.825,,,,
4371,04/24/24 10:00:00 午前,27.751,,,,
4372,04/24/24 11:00:00 午前,27.825,,,,
4373,04/24/24 12:00:00 午後,27.825,,,,
4374,04/24/24 01:00:00 午後,27.776,,,,
4375,04/24/24 02:00:00 午後,27.579,,,,
