"プロット タイトル: 20054346_St56_20191209-"
"#","日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054346, SEN S/N: 20054346)","カプラー取り外し (LGR S/N: 20054346)","カプラー取り付け (LGR S/N: 20054346)","ホスト接続 (LGR S/N: 20054346)","停止済み (LGR S/N: 20054346)","ファイルの終わり (LGR S/N: 20054346)"
489,12/19/19 03:00:00 午後,24.315,,,,,
490,12/19/19 03:30:00 午後,24.291,,,,,
491,12/19/19 04:00:00 午後,24.171,,,,,
492,12/19/19 04:30:00 午後,24.098,,,,,
493,12/19/19 05:00:00 午後,24.026,,,,,
494,12/19/19 05:30:00 午後,23.954,,,,,
495,12/19/19 06:00:00 午後,23.857,,,,,
496,12/19/19 06:30:00 午後,23.761,,,,,
497,12/19/19 07:00:00 午後,23.713,,,,,
498,12/19/19 07:30:00 午後,23.641,,,,,
499,12/19/19 08:00:00 午後,23.641,,,,,
500,12/19/19 08:30:00 午後,23.665,,,,,
501,12/19/19 09:00:00 午後,23.641,,,,,
502,12/19/19 09:30:00 午後,23.617,,,,,
503,12/19/19 10:00:00 午後,23.593,,,,,
504,12/19/19 10:30:00 午後,23.641,,,,,
505,12/19/19 11:00:00 午後,23.665,,,,,
506,12/19/19 11:30:00 午後,23.665,,,,,
507,12/20/19 12:00:00 午前,23.641,,,,,
508,12/20/19 12:30:00 午前,23.665,,,,,
509,12/20/19 01:00:00 午前,23.641,,,,,
510,12/20/19 01:30:00 午前,23.665,,,,,
511,12/20/19 02:00:00 午前,23.641,,,,,
512,12/20/19 02:30:00 午前,23.641,,,,,
513,12/20/19 03:00:00 午前,23.641,,,,,
514,12/20/19 03:30:00 午前,23.593,,,,,
515,12/20/19 04:00:00 午前,23.617,,,,,
516,12/20/19 04:30:00 午前,23.545,,,,,
517,12/20/19 05:00:00 午前,23.497,,,,,
518,12/20/19 05:30:00 午前,23.497,,,,,
519,12/20/19 06:00:00 午前,23.497,,,,,
520,12/20/19 06:30:00 午前,23.497,,,,,
521,12/20/19 07:00:00 午前,23.497,,,,,
522,12/20/19 07:30:00 午前,23.497,,,,,
523,12/20/19 08:00:00 午前,23.521,,,,,
524,12/20/19 08:30:00 午前,23.521,,,,,
525,12/20/19 09:00:00 午前,23.545,,,,,
526,12/20/19 09:30:00 午前,23.617,,,,,
527,12/20/19 10:00:00 午前,23.761,,,,,
528,12/20/19 10:30:00 午前,23.761,,,,,
529,12/20/19 11:00:00 午前,23.881,,,,,
530,12/20/19 11:30:00 午前,23.930,,,,,
531,12/20/19 12:00:00 午後,23.930,,,,,
532,12/20/19 12:30:00 午後,23.954,,,,,
533,12/20/19 01:00:00 午後,23.930,,,,,
534,12/20/19 01:30:00 午後,23.881,,,,,
535,12/20/19 02:00:00 午後,23.857,,,,,
536,12/20/19 02:30:00 午後,23.785,,,,,
537,12/20/19 03:00:00 午後,23.809,,,,,
538,12/20/19 03:30:00 午後,23.809,,,,,
539,12/20/19 04:00:00 午後,23.785,,,,,
540,12/20/19 04:30:00 午後,23.737,,,,,
541,12/20/19 05:00:00 午後,23.689,,,,,
542,12/20/19 05:30:00 午後,23.665,,,,,
543,12/20/19 06:00:00 午後,23.641,,,,,
544,12/20/19 06:30:00 午後,23.641,,,,,
545,12/20/19 07:00:00 午後,23.617,,,,,
546,12/20/19 07:30:00 午後,23.593,,,,,
547,12/20/19 08:00:00 午後,23.569,,,,,
548,12/20/19 08:30:00 午後,23.593,,,,,
549,12/20/19 09:00:00 午後,23.593,,,,,
550,12/20/19 09:30:00 午後,23.569,,,,,
551,12/20/19 10:00:00 午後,23.569,,,,,
552,12/20/19 10:30:00 午後,23.593,,,,,
553,12/20/19 11:00:00 午後,23.593,,,,,
554,12/20/19 11:30:00 午後,23.593,,,,,
555,12/21/19 12:00:00 午前,23.617,,,,,
556,12/21/19 12:30:00 午前,23.593,,,,,
557,12/21/19 01:00:00 午前,23.569,,,,,
558,12/21/19 01:30:00 午前,23.569,,,,,
559,12/21/19 02:00:00 午前,23.545,,,,,
560,12/21/19 02:30:00 午前,23.521,,,,,
561,12/21/19 03:00:00 午前,23.521,,,,,
562,12/21/19 03:30:00 午前,23.521,,,,,
563,12/21/19 04:00:00 午前,23.521,,,,,
564,12/21/19 04:30:00 午前,23.521,,,,,
565,12/21/19 05:00:00 午前,23.521,,,,,
566,12/21/19 05:30:00 午前,23.521,,,,,
567,12/21/19 06:00:00 午前,23.521,,,,,
568,12/21/19 06:30:00 午前,23.521,,,,,
569,12/21/19 07:00:00 午前,23.497,,,,,
570,12/21/19 07:30:00 午前,23.521,,,,,
571,12/21/19 08:00:00 午前,23.521,,,,,
572,12/21/19 08:30:00 午前,23.593,,,,,
573,12/21/19 09:00:00 午前,23.641,,,,,
574,12/21/19 09:30:00 午前,23.641,,,,,
575,12/21/19 10:00:00 午前,23.809,,,,,
576,12/21/19 10:30:00 午前,24.002,,,,,
577,12/21/19 11:00:00 午前,24.026,,,,,
578,12/21/19 11:30:00 午前,23.881,,,,,
579,12/21/19 12:00:00 午後,23.930,,,,,
580,12/21/19 12:30:00 午後,24.074,,,,,
581,12/21/19 01:00:00 午後,24.074,,,,,
582,12/21/19 01:30:00 午後,24.098,,,,,
583,12/21/19 02:00:00 午後,23.978,,,,,
584,12/21/19 02:30:00 午後,23.905,,,,,
585,12/21/19 03:00:00 午後,23.954,,,,,
586,12/21/19 03:30:00 午後,23.905,,,,,
587,12/21/19 04:00:00 午後,23.881,,,,,
588,12/21/19 04:30:00 午後,23.857,,,,,
589,12/21/19 05:00:00 午後,23.785,,,,,
590,12/21/19 05:30:00 午後,23.737,,,,,
591,12/21/19 06:00:00 午後,23.689,,,,,
592,12/21/19 06:30:00 午後,23.665,,,,,
593,12/21/19 07:00:00 午後,23.665,,,,,
594,12/21/19 07:30:00 午後,23.665,,,,,
595,12/21/19 08:00:00 午後,23.665,,,,,
596,12/21/19 08:30:00 午後,23.641,,,,,
597,12/21/19 09:00:00 午後,23.665,,,,,
598,12/21/19 09:30:00 午後,23.689,,,,,
599,12/21/19 10:00:00 午後,23.641,,,,,
600,12/21/19 10:30:00 午後,23.617,,,,,
601,12/21/19 11:00:00 午後,23.593,,,,,
602,12/21/19 11:30:00 午後,23.593,,,,,
603,12/22/19 12:00:00 午前,23.617,,,,,
604,12/22/19 12:30:00 午前,23.641,,,,,
605,12/22/19 01:00:00 午前,23.641,,,,,
606,12/22/19 01:30:00 午前,23.641,,,,,
607,12/22/19 02:00:00 午前,23.641,,,,,
608,12/22/19 02:30:00 午前,23.641,,,,,
609,12/22/19 03:00:00 午前,23.641,,,,,
610,12/22/19 03:30:00 午前,23.641,,,,,
611,12/22/19 04:00:00 午前,23.641,,,,,
612,12/22/19 04:30:00 午前,23.641,,,,,
613,12/22/19 05:00:00 午前,23.641,,,,,
614,12/22/19 05:30:00 午前,23.617,,,,,
615,12/22/19 06:00:00 午前,23.617,,,,,
616,12/22/19 06:30:00 午前,23.593,,,,,
617,12/22/19 07:00:00 午前,23.593,,,,,
618,12/22/19 07:30:00 午前,23.593,,,,,
619,12/22/19 08:00:00 午前,23.593,,,,,
620,12/22/19 08:30:00 午前,23.641,,,,,
621,12/22/19 09:00:00 午前,23.737,,,,,
622,12/22/19 09:30:00 午前,23.833,,,,,
623,12/22/19 10:00:00 午前,23.954,,,,,
624,12/22/19 10:30:00 午前,24.171,,,,,
625,12/22/19 11:00:00 午前,24.339,,,,,
626,12/22/19 11:30:00 午前,24.291,,,,,
627,12/22/19 12:00:00 午後,24.267,,,,,
628,12/22/19 12:30:00 午後,24.195,,,,,
629,12/22/19 01:00:00 午後,24.122,,,,,
630,12/22/19 01:30:00 午後,24.050,,,,,
631,12/22/19 02:00:00 午後,24.026,,,,,
632,12/22/19 02:30:00 午後,24.026,,,,,
633,12/22/19 03:00:00 午後,24.026,,,,,
634,12/22/19 03:30:00 午後,23.978,,,,,
635,12/22/19 04:00:00 午後,23.954,,,,,
636,12/22/19 04:30:00 午後,23.930,,,,,
637,12/22/19 05:00:00 午後,23.881,,,,,
638,12/22/19 05:30:00 午後,23.833,,,,,
639,12/22/19 06:00:00 午後,23.833,,,,,
640,12/22/19 06:30:00 午後,23.809,,,,,
641,12/22/19 07:00:00 午後,23.785,,,,,
642,12/22/19 07:30:00 午後,23.761,,,,,
643,12/22/19 08:00:00 午後,23.713,,,,,
644,12/22/19 08:30:00 午後,23.689,,,,,
645,12/22/19 09:00:00 午後,23.641,,,,,
646,12/22/19 09:30:00 午後,23.569,,,,,
647,12/22/19 10:00:00 午後,23.472,,,,,
648,12/22/19 10:30:00 午後,23.400,,,,,
649,12/22/19 11:00:00 午後,23.280,,,,,
650,12/22/19 11:30:00 午後,23.208,,,,,
651,12/23/19 12:00:00 午前,23.112,,,,,
652,12/23/19 12:30:00 午前,22.800,,,,,
653,12/23/19 01:00:00 午前,23.112,,,,,
654,12/23/19 01:30:00 午前,23.352,,,,,
655,12/23/19 02:00:00 午前,23.472,,,,,
656,12/23/19 02:30:00 午前,23.545,,,,,
657,12/23/19 03:00:00 午前,23.593,,,,,
658,12/23/19 03:30:00 午前,23.593,,,,,
659,12/23/19 04:00:00 午前,23.593,,,,,
660,12/23/19 04:30:00 午前,23.593,,,,,
661,12/23/19 05:00:00 午前,23.617,,,,,
662,12/23/19 05:30:00 午前,23.617,,,,,
663,12/23/19 06:00:00 午前,23.617,,,,,
664,12/23/19 06:30:00 午前,23.617,,,,,
665,12/23/19 07:00:00 午前,23.593,,,,,
666,12/23/19 07:30:00 午前,23.569,,,,,
667,12/23/19 08:00:00 午前,23.545,,,,,
668,12/23/19 08:30:00 午前,23.545,,,,,
669,12/23/19 09:00:00 午前,23.569,,,,,
670,12/23/19 09:30:00 午前,23.641,,,,,
671,12/23/19 10:00:00 午前,23.713,,,,,
672,12/23/19 10:30:00 午前,23.809,,,,,
673,12/23/19 11:00:00 午前,23.978,,,,,
674,12/23/19 11:30:00 午前,24.098,,,,,
675,12/23/19 12:00:00 午後,24.243,,,,,
676,12/23/19 12:30:00 午後,24.243,,,,,
677,12/23/19 01:00:00 午後,24.267,,,,,
678,12/23/19 01:30:00 午後,24.267,,,,,
679,12/23/19 02:00:00 午後,24.195,,,,,
680,12/23/19 02:30:00 午後,24.098,,,,,
681,12/23/19 03:00:00 午後,24.098,,,,,
682,12/23/19 03:30:00 午後,24.050,,,,,
683,12/23/19 04:00:00 午後,24.002,,,,,
684,12/23/19 04:30:00 午後,23.930,,,,,
685,12/23/19 05:00:00 午後,23.881,,,,,
686,12/23/19 05:30:00 午後,23.833,,,,,
687,12/23/19 06:00:00 午後,23.785,,,,,
688,12/23/19 06:30:00 午後,23.761,,,,,
689,12/23/19 07:00:00 午後,23.761,,,,,
690,12/23/19 07:30:00 午後,23.761,,,,,
691,12/23/19 08:00:00 午後,23.713,,,,,
692,12/23/19 08:30:00 午後,23.713,,,,,
693,12/23/19 09:00:00 午後,23.689,,,,,
694,12/23/19 09:30:00 午後,23.617,,,,,
695,12/23/19 10:00:00 午後,23.545,,,,,
696,12/23/19 10:30:00 午後,23.448,,,,,
697,12/23/19 11:00:00 午後,23.256,,,,,
698,12/23/19 11:30:00 午後,23.160,,,,,
699,12/24/19 12:00:00 午前,23.064,,,,,
700,12/24/19 12:30:00 午前,22.968,,,,,
701,12/24/19 01:00:00 午前,22.920,,,,,
702,12/24/19 01:30:00 午前,22.776,,,,,
703,12/24/19 02:00:00 午前,22.417,,,,,
704,12/24/19 02:30:00 午前,22.872,,,,,
705,12/24/19 03:00:00 午前,23.328,,,,,
706,12/24/19 03:30:00 午前,23.448,,,,,
707,12/24/19 04:00:00 午前,23.472,,,,,
708,12/24/19 04:30:00 午前,23.521,,,,,
709,12/24/19 05:00:00 午前,23.545,,,,,
710,12/24/19 05:30:00 午前,23.569,,,,,
711,12/24/19 06:00:00 午前,23.593,,,,,
712,12/24/19 06:30:00 午前,23.593,,,,,
713,12/24/19 07:00:00 午前,23.593,,,,,
714,12/24/19 07:30:00 午前,23.569,,,,,
715,12/24/19 08:00:00 午前,23.545,,,,,
716,12/24/19 08:30:00 午前,23.593,,,,,
717,12/24/19 09:00:00 午前,23.641,,,,,
718,12/24/19 09:30:00 午前,23.737,,,,,
719,12/24/19 10:00:00 午前,23.785,,,,,
720,12/24/19 10:30:00 午前,23.905,,,,,
721,12/24/19 11:00:00 午前,23.978,,,,,
722,12/24/19 11:30:00 午前,24.146,,,,,
723,12/24/19 12:00:00 午後,24.098,,,,,
724,12/24/19 12:30:00 午後,23.930,,,,,
725,12/24/19 01:00:00 午後,23.881,,,,,
726,12/24/19 01:30:00 午後,23.905,,,,,
727,12/24/19 02:00:00 午後,23.881,,,,,
728,12/24/19 02:30:00 午後,23.881,,,,,
729,12/24/19 03:00:00 午後,23.881,,,,,
730,12/24/19 03:30:00 午後,23.857,,,,,
731,12/24/19 04:00:00 午後,23.785,,,,,
732,12/24/19 04:30:00 午後,23.737,,,,,
733,12/24/19 05:00:00 午後,23.689,,,,,
734,12/24/19 05:30:00 午後,23.665,,,,,
735,12/24/19 06:00:00 午後,23.641,,,,,
736,12/24/19 06:30:00 午後,23.617,,,,,
737,12/24/19 07:00:00 午後,23.617,,,,,
738,12/24/19 07:30:00 午後,23.593,,,,,
739,12/24/19 08:00:00 午後,23.569,,,,,
740,12/24/19 08:30:00 午後,23.545,,,,,
741,12/24/19 09:00:00 午後,23.545,,,,,
742,12/24/19 09:30:00 午後,23.497,,,,,
743,12/24/19 10:00:00 午後,23.448,,,,,
744,12/24/19 10:30:00 午後,23.400,,,,,
745,12/24/19 11:00:00 午後,23.304,,,,,
746,12/24/19 11:30:00 午後,23.256,,,,,
747,12/25/19 12:00:00 午前,23.256,,,,,
748,12/25/19 12:30:00 午前,23.256,,,,,
749,12/25/19 01:00:00 午前,23.208,,,,,
750,12/25/19 01:30:00 午前,23.184,,,,,
751,12/25/19 02:00:00 午前,23.112,,,,,
752,12/25/19 02:30:00 午前,22.968,,,,,
753,12/25/19 03:00:00 午前,22.944,,,,,
754,12/25/19 03:30:00 午前,22.705,,,,,
755,12/25/19 04:00:00 午前,22.633,,,,,
756,12/25/19 04:30:00 午前,23.136,,,,,
757,12/25/19 05:00:00 午前,23.280,,,,,
758,12/25/19 05:30:00 午前,23.376,,,,,
759,12/25/19 06:00:00 午前,23.448,,,,,
760,12/25/19 06:30:00 午前,23.472,,,,,
761,12/25/19 07:00:00 午前,23.521,,,,,
762,12/25/19 07:30:00 午前,23.497,,,,,
763,12/25/19 08:00:00 午前,23.569,,,,,
764,12/25/19 08:30:00 午前,23.617,,,,,
765,12/25/19 09:00:00 午前,23.641,,,,,
766,12/25/19 09:30:00 午前,23.737,,,,,
767,12/25/19 10:00:00 午前,23.905,,,,,
768,12/25/19 10:30:00 午前,24.219,,,,,
769,12/25/19 11:00:00 午前,24.291,,,,,
770,12/25/19 11:30:00 午前,24.557,,,,,
771,12/25/19 12:00:00 午後,24.677,,,,,
772,12/25/19 12:30:00 午後,24.847,,,,,
773,12/25/19 01:00:00 午後,24.944,,,,,
774,12/25/19 01:30:00 午後,24.944,,,,,
775,12/25/19 02:00:00 午後,24.919,,,,,
776,12/25/19 02:30:00 午後,24.702,,,,,
777,12/25/19 03:00:00 午後,24.677,,,,,
778,12/25/19 03:30:00 午後,24.774,,,,,
779,12/25/19 04:00:00 午後,24.847,,,,,
780,12/25/19 04:30:00 午後,24.798,,,,,
781,12/25/19 05:00:00 午後,24.702,,,,,
782,12/25/19 05:30:00 午後,24.484,,,,,
783,12/25/19 06:00:00 午後,24.243,,,,,
784,12/25/19 06:30:00 午後,24.171,,,,,
785,12/25/19 07:00:00 午後,24.122,,,,,
786,12/25/19 07:30:00 午後,24.074,,,,,
787,12/25/19 08:00:00 午後,24.050,,,,,
788,12/25/19 08:30:00 午後,24.026,,,,,
789,12/25/19 09:00:00 午後,24.050,,,,,
790,12/25/19 09:30:00 午後,24.026,,,,,
791,12/25/19 10:00:00 午後,24.002,,,,,
792,12/25/19 10:30:00 午後,23.905,,,,,
793,12/25/19 11:00:00 午後,23.785,,,,,
794,12/25/19 11:30:00 午後,23.713,,,,,
795,12/26/19 12:00:00 午前,23.521,,,,,
796,12/26/19 12:30:00 午前,23.497,,,,,
797,12/26/19 01:00:00 午前,23.497,,,,,
798,12/26/19 01:30:00 午前,23.448,,,,,
799,12/26/19 02:00:00 午前,23.400,,,,,
800,12/26/19 02:30:00 午前,23.376,,,,,
801,12/26/19 03:00:00 午前,23.328,,,,,
802,12/26/19 03:30:00 午前,23.280,,,,,
803,12/26/19 04:00:00 午前,23.328,,,,,
804,12/26/19 04:30:00 午前,23.040,,,,,
805,12/26/19 05:00:00 午前,23.593,,,,,
806,12/26/19 05:30:00 午前,23.713,,,,,
807,12/26/19 06:00:00 午前,23.809,,,,,
808,12/26/19 06:30:00 午前,23.857,,,,,
809,12/26/19 07:00:00 午前,23.857,,,,,
810,12/26/19 07:30:00 午前,23.881,,,,,
811,12/26/19 08:00:00 午前,23.905,,,,,
812,12/26/19 08:30:00 午前,23.930,,,,,
813,12/26/19 09:00:00 午前,23.954,,,,,
814,12/26/19 09:30:00 午前,24.026,,,,,
815,12/26/19 10:00:00 午前,24.146,,,,,
816,12/26/19 10:30:00 午前,24.508,,,,,
817,12/26/19 11:00:00 午前,24.629,,,,,
818,12/26/19 11:30:00 午前,24.726,,,,,
819,12/26/19 12:00:00 午後,24.919,,,,,
820,12/26/19 12:30:00 午後,24.919,,,,,
821,12/26/19 01:00:00 午後,25.137,,,,,
822,12/26/19 01:30:00 午後,25.380,,,,,
823,12/26/19 02:00:00 午後,25.623,,,,,
824,12/26/19 02:30:00 午後,25.890,,,,,
825,12/26/19 03:00:00 午後,25.914,,,,,
826,12/26/19 03:30:00 午後,25.428,,,,,
827,12/26/19 04:00:00 午後,24.968,,,,,
828,12/26/19 04:30:00 午後,24.629,,,,,
829,12/26/19 05:00:00 午後,24.412,,,,,
830,12/26/19 05:30:00 午後,24.339,,,,,
831,12/26/19 06:00:00 午後,24.219,,,,,
832,12/26/19 06:30:00 午後,24.098,,,,,
833,12/26/19 07:00:00 午後,24.050,,,,,
834,12/26/19 07:30:00 午後,24.026,,,,,
835,12/26/19 08:00:00 午後,24.002,,,,,
836,12/26/19 08:30:00 午後,24.002,,,,,
837,12/26/19 09:00:00 午後,24.002,,,,,
838,12/26/19 09:30:00 午後,23.954,,,,,
839,12/26/19 10:00:00 午後,23.930,,,,,
840,12/26/19 10:30:00 午後,23.857,,,,,
841,12/26/19 11:00:00 午後,23.761,,,,,
842,12/26/19 11:30:00 午後,23.617,,,,,
843,12/27/19 12:00:00 午前,23.400,,,,,
844,12/27/19 12:30:00 午前,23.112,,,,,
845,12/27/19 01:00:00 午前,22.753,,,,,
846,12/27/19 01:30:00 午前,22.321,,,,,
847,12/27/19 02:00:00 午前,21.867,,,,,
848,12/27/19 02:30:00 午前,21.390,,,,,
849,12/27/19 03:00:00 午前,21.413,,,,,
850,12/27/19 03:30:00 午前,20.936,,,,,
851,12/27/19 04:00:00 午前,22.705,,,,,
852,12/27/19 04:30:00 午前,23.400,,,,,
853,12/27/19 05:00:00 午前,23.497,,,,,
854,12/27/19 05:30:00 午前,23.665,,,,,
855,12/27/19 06:00:00 午前,23.593,,,,,
856,12/27/19 06:30:00 午前,23.713,,,,,
857,12/27/19 07:00:00 午前,23.761,,,,,
858,12/27/19 07:30:00 午前,23.761,,,,,
859,12/27/19 08:00:00 午前,23.761,,,,,
860,12/27/19 08:30:00 午前,23.809,,,,,
861,12/27/19 09:00:00 午前,23.857,,,,,
862,12/27/19 09:30:00 午前,23.857,,,,,
863,12/27/19 10:00:00 午前,23.833,,,,,
864,12/27/19 10:30:00 午前,23.954,,,,,
865,12/27/19 11:00:00 午前,23.978,,,,,
866,12/27/19 11:30:00 午前,23.905,,,,,
867,12/27/19 12:00:00 午後,23.857,,,,,
868,12/27/19 12:30:00 午後,23.833,,,,,
869,12/27/19 01:00:00 午後,23.881,,,,,
870,12/27/19 01:30:00 午後,23.978,,,,,
871,12/27/19 02:00:00 午後,23.809,,,,,
872,12/27/19 02:30:00 午後,23.737,,,,,
873,12/27/19 03:00:00 午後,23.665,,,,,
874,12/27/19 03:30:00 午後,23.617,,,,,
875,12/27/19 04:00:00 午後,23.641,,,,,
876,12/27/19 04:30:00 午後,23.641,,,,,
877,12/27/19 05:00:00 午後,23.617,,,,,
878,12/27/19 05:30:00 午後,23.617,,,,,
879,12/27/19 06:00:00 午後,23.617,,,,,
880,12/27/19 06:30:00 午後,23.617,,,,,
881,12/27/19 07:00:00 午後,23.641,,,,,
882,12/27/19 07:30:00 午後,23.593,,,,,
883,12/27/19 08:00:00 午後,23.593,,,,,
884,12/27/19 08:30:00 午後,23.545,,,,,
885,12/27/19 09:00:00 午後,23.617,,,,,
886,12/27/19 09:30:00 午後,23.497,,,,,
887,12/27/19 10:00:00 午後,23.497,,,,,
888,12/27/19 10:30:00 午後,23.497,,,,,
889,12/27/19 11:00:00 午後,23.472,,,,,
890,12/27/19 11:30:00 午後,23.328,,,,,
891,12/28/19 12:00:00 午前,23.160,,,,,
892,12/28/19 12:30:00 午前,23.208,,,,,
893,12/28/19 01:00:00 午前,23.016,,,,,
894,12/28/19 01:30:00 午前,22.681,,,,,
895,12/28/19 02:00:00 午前,22.393,,,,,
896,12/28/19 02:30:00 午前,22.130,,,,,
897,12/28/19 03:00:00 午前,21.867,,,,,
898,12/28/19 03:30:00 午前,21.604,,,,,
899,12/28/19 04:00:00 午前,21.246,,,,,
900,12/28/19 04:30:00 午前,20.960,,,,,
901,12/28/19 05:00:00 午前,20.579,,,,,
902,12/28/19 05:30:00 午前,22.513,,,,,
903,12/28/19 06:00:00 午前,23.064,,,,,
904,12/28/19 06:30:00 午前,23.280,,,,,
905,12/28/19 07:00:00 午前,23.352,,,,,
906,12/28/19 07:30:00 午前,23.400,,,,,
907,12/28/19 08:00:00 午前,23.472,,,,,
908,12/28/19 08:30:00 午前,23.472,,,,,
909,12/28/19 09:00:00 午前,23.521,,,,,
910,12/28/19 09:30:00 午前,23.497,,,,,
911,12/28/19 10:00:00 午前,23.472,,,,,
912,12/28/19 10:30:00 午前,23.593,,,,,
913,12/28/19 11:00:00 午前,23.569,,,,,
914,12/28/19 11:30:00 午前,23.593,,,,,
915,12/28/19 12:00:00 午後,23.497,,,,,
916,12/28/19 12:30:00 午後,23.497,,,,,
917,12/28/19 01:00:00 午後,23.521,,,,,
918,12/28/19 01:30:00 午後,23.593,,,,,
919,12/28/19 02:00:00 午後,23.713,,,,,
920,12/28/19 02:30:00 午後,23.737,,,,,
921,12/28/19 03:00:00 午後,23.617,,,,,
922,12/28/19 03:30:00 午後,23.569,,,,,
923,12/28/19 04:00:00 午後,23.472,,,,,
924,12/28/19 04:30:00 午後,23.448,,,,,
925,12/28/19 05:00:00 午後,23.424,,,,,
926,12/28/19 05:30:00 午後,23.400,,,,,
927,12/28/19 06:00:00 午後,23.424,,,,,
928,12/28/19 06:30:00 午後,23.376,,,,,
929,12/28/19 07:00:00 午後,23.448,,,,,
930,12/28/19 07:30:00 午後,23.472,,,,,
931,12/28/19 08:00:00 午後,23.545,,,,,
932,12/28/19 08:30:00 午後,23.521,,,,,
933,12/28/19 09:00:00 午後,23.521,,,,,
934,12/28/19 09:30:00 午後,23.497,,,,,
935,12/28/19 10:00:00 午後,23.448,,,,,
936,12/28/19 10:30:00 午後,23.545,,,,,
937,12/28/19 11:00:00 午後,23.521,,,,,
938,12/28/19 11:30:00 午後,23.472,,,,,
939,12/29/19 12:00:00 午前,23.400,,,,,
940,12/29/19 12:30:00 午前,23.352,,,,,
941,12/29/19 01:00:00 午前,23.232,,,,,
942,12/29/19 01:30:00 午前,23.088,,,,,
943,12/29/19 02:00:00 午前,22.944,,,,,
944,12/29/19 02:30:00 午前,22.824,,,,,
945,12/29/19 03:00:00 午前,22.800,,,,,
946,12/29/19 03:30:00 午前,22.753,,,,,
947,12/29/19 04:00:00 午前,22.681,,,,,
948,12/29/19 04:30:00 午前,22.609,,,,,
949,12/29/19 05:00:00 午前,22.489,,,,,
950,12/29/19 05:30:00 午前,22.441,,,,,
951,12/29/19 06:00:00 午前,22.369,,,,,
952,12/29/19 06:30:00 午前,22.824,,,,,
953,12/29/19 07:00:00 午前,23.280,,,,,
954,12/29/19 07:30:00 午前,23.448,,,,,
955,12/29/19 08:00:00 午前,23.521,,,,,
956,12/29/19 08:30:00 午前,23.593,,,,,
957,12/29/19 09:00:00 午前,23.641,,,,,
958,12/29/19 09:30:00 午前,23.689,,,,,
959,12/29/19 10:00:00 午前,23.665,,,,,
960,12/29/19 10:30:00 午前,23.665,,,,,
961,12/29/19 11:00:00 午前,23.689,,,,,
962,12/29/19 11:30:00 午前,23.689,,,,,
963,12/29/19 12:00:00 午後,23.737,,,,,
964,12/29/19 12:30:00 午後,23.761,,,,,
965,12/29/19 01:00:00 午後,23.809,,,,,
966,12/29/19 01:30:00 午後,23.809,,,,,
967,12/29/19 02:00:00 午後,23.809,,,,,
968,12/29/19 02:30:00 午後,23.761,,,,,
969,12/29/19 03:00:00 午後,23.713,,,,,
970,12/29/19 03:30:00 午後,23.689,,,,,
971,12/29/19 04:00:00 午後,23.593,,,,,
972,12/29/19 04:30:00 午後,23.569,,,,,
973,12/29/19 05:00:00 午後,23.545,,,,,
974,12/29/19 05:30:00 午後,23.497,,,,,
975,12/29/19 06:00:00 午後,23.497,,,,,
976,12/29/19 06:30:00 午後,23.497,,,,,
977,12/29/19 07:00:00 午後,23.472,,,,,
978,12/29/19 07:30:00 午後,23.472,,,,,
979,12/29/19 08:00:00 午後,23.424,,,,,
980,12/29/19 08:30:00 午後,23.376,,,,,
981,12/29/19 09:00:00 午後,23.352,,,,,
982,12/29/19 09:30:00 午後,23.304,,,,,
983,12/29/19 10:00:00 午後,23.304,,,,,
984,12/29/19 10:30:00 午後,23.280,,,,,
985,12/29/19 11:00:00 午後,23.256,,,,,
986,12/29/19 11:30:00 午後,23.208,,,,,
987,12/30/19 12:00:00 午前,23.184,,,,,
988,12/30/19 12:30:00 午前,23.136,,,,,
989,12/30/19 01:00:00 午前,23.088,,,,,
990,12/30/19 01:30:00 午前,23.016,,,,,
991,12/30/19 02:00:00 午前,22.872,,,,,
992,12/30/19 02:30:00 午前,22.705,,,,,
993,12/30/19 03:00:00 午前,22.609,,,,,
994,12/30/19 03:30:00 午前,22.513,,,,,
995,12/30/19 04:00:00 午前,22.465,,,,,
996,12/30/19 04:30:00 午前,22.441,,,,,
997,12/30/19 05:00:00 午前,22.369,,,,,
998,12/30/19 05:30:00 午前,22.298,,,,,
999,12/30/19 06:00:00 午前,22.298,,,,,
1000,12/30/19 06:30:00 午前,22.058,,,,,
1001,12/30/19 07:00:00 午前,22.345,,,,,
1002,12/30/19 07:30:00 午前,22.705,,,,,
1003,12/30/19 08:00:00 午前,22.800,,,,,
1004,12/30/19 08:30:00 午前,22.872,,,,,
1005,12/30/19 09:00:00 午前,22.920,,,,,
1006,12/30/19 09:30:00 午前,22.920,,,,,
1007,12/30/19 10:00:00 午前,22.968,,,,,
1008,12/30/19 10:30:00 午前,22.968,,,,,
1009,12/30/19 11:00:00 午前,22.992,,,,,
1010,12/30/19 11:30:00 午前,23.112,,,,,
1011,12/30/19 12:00:00 午後,23.256,,,,,
1012,12/30/19 12:30:00 午後,23.304,,,,,
1013,12/30/19 01:00:00 午後,23.376,,,,,
1014,12/30/19 01:30:00 午後,23.424,,,,,
1015,12/30/19 02:00:00 午後,23.448,,,,,
1016,12/30/19 02:30:00 午後,23.569,,,,,
1017,12/30/19 03:00:00 午後,23.641,,,,,
1018,12/30/19 03:30:00 午後,23.617,,,,,
